No,Accuracy,Precision,Recall,F1 Score,Loss,Val Loss
1,0.8720160481444333,0.8716022889842633,0.8972754050073638,0.8717964610332896,"[0.6880367994308472, 0.6541849374771118, 0.5861721038818359, 0.5070664882659912, 0.43862736225128174, 0.38984403014183044, 0.3545141816139221, 0.3308752477169037, 0.3124670386314392, 0.29844728112220764]","[0.6776810884475708, 0.6258549690246582, 0.5498368740081787, 0.4752199053764343, 0.41855448484420776, 0.38064730167388916, 0.3556016981601715, 0.33908405900001526, 0.32788577675819397, 0.3204880654811859]"
2,0.8718154463390171,0.8689165186500888,0.9005891016200295,0.8715332348245769,"[0.6854773163795471, 0.6442312598228455, 0.5705707669258118, 0.48996463418006897, 0.42117783427238464, 0.37242889404296875, 0.33835890889167786, 0.3156207799911499, 0.29919371008872986, 0.2870744466781616]","[0.6716925501823425, 0.6125132441520691, 0.5341759920120239, 0.45947250723838806, 0.4047378599643707, 0.3686787188053131, 0.34575971961021423, 0.3319975435733795, 0.32288968563079834, 0.31786346435546875]"
3,0.8710130391173521,0.8711063372717508,0.8958026509572902,0.8708012699023175,"[0.6873158812522888, 0.6521350741386414, 0.579433262348175, 0.4946172833442688, 0.4222969114780426, 0.37225043773651123, 0.3378765285015106, 0.3148547410964966, 0.2978692054748535, 0.2850554883480072]","[0.6764397621154785, 0.6222127079963684, 0.5409300327301025, 0.4629591405391693, 0.4051840007305145, 0.3678973317146301, 0.34485501050949097, 0.33064281940460205, 0.32191362977027893, 0.31663358211517334]"
4,0.8708124373119358,0.8737373737373737,0.8917525773195877,0.8706644955584546,"[0.6882550716400146, 0.6520590782165527, 0.5748424530029297, 0.48428988456726074, 0.4132859706878662, 0.3669392764568329, 0.33590108156204224, 0.3126908540725708, 0.2967996299266815, 0.2846500873565674]","[0.6780179142951965, 0.6198471784591675, 0.532687783241272, 0.45164814591407776, 0.39721164107322693, 0.36387497186660767, 0.34317633509635925, 0.3299209475517273, 0.3213362395763397, 0.31586530804634094]"
5,0.8720160481444333,0.8694879089615932,0.9002209131075111,0.8717443541804588,"[0.6865317821502686, 0.6439852118492126, 0.5650666356086731, 0.48066189885139465, 0.4135124385356903, 0.3691496253013611, 0.33735179901123047, 0.3151509165763855, 0.29971686005592346, 0.28693145513534546]","[0.6730717420578003, 0.6101837158203125, 0.5254047513008118, 0.45058774948120117, 0.39839157462120056, 0.36539673805236816, 0.34428155422210693, 0.3309253752231598, 0.3218555450439453, 0.3166293203830719]"
