No,Accuracy,Precision,Recall,F1 Score,Loss,Val Loss
1,0.8722166499498496,0.8721804511278195,0.8969072164948454,0.8720068568083614,"[0.6850464940071106, 0.6400334239006042, 0.5616836547851562, 0.47685468196868896, 0.4093990623950958, 0.36348757147789, 0.33153975009918213, 0.311772882938385, 0.295244038105011, 0.28324344754219055]","[0.6700083613395691, 0.6058586835861206, 0.5219053626060486, 0.44682520627975464, 0.3942320942878723, 0.36128994822502136, 0.3405870795249939, 0.32834577560424805, 0.3202483355998993, 0.31553617119789124]"
2,0.8716148445336008,0.8688699360341151,0.9002209131075111,0.8713355713165268,"[0.6867753267288208, 0.6477481126785278, 0.5731034874916077, 0.48830077052116394, 0.4188109338283539, 0.3709191083908081, 0.3388684391975403, 0.31649869680404663, 0.2983289361000061, 0.2861393392086029]","[0.674778938293457, 0.6165488362312317, 0.5345069766044617, 0.4575418531894684, 0.40275314450263977, 0.3673071563243866, 0.3453840911388397, 0.33139997720718384, 0.32249554991722107, 0.3169403374195099]"
3,0.8712136409227683,0.8746387283236994,0.8913843888070693,0.8710778042487338,"[0.6851795315742493, 0.641067624092102, 0.5658595561981201, 0.48540303111076355, 0.4207940101623535, 0.3733409643173218, 0.3401438295841217, 0.3167843222618103, 0.29988744854927063, 0.28699737787246704]","[0.6712106466293335, 0.6084923148155212, 0.5290311574935913, 0.4573363661766052, 0.40470173954963684, 0.3696456253528595, 0.347043514251709, 0.3324596881866455, 0.3231046199798584, 0.3174508810043335]"
4,0.8716148445336008,0.8766328011611031,0.8895434462444771,0.8715132341188484,"[0.6865989565849304, 0.6424766182899475, 0.5597959160804749, 0.4748970866203308, 0.4081549346446991, 0.3625188171863556, 0.3305736184120178, 0.3090338408946991, 0.2938289940357208, 0.28198426961898804]","[0.6736267805099487, 0.6066510081291199, 0.5204700827598572, 0.4458297789096832, 0.3939541280269623, 0.36116352677345276, 0.34086117148399353, 0.32821714878082275, 0.32022005319595337, 0.31521618366241455]"
5,0.873420260782347,0.8708644610458911,0.9013254786450663,0.8731548483203347,"[0.6872730851173401, 0.6447638869285583, 0.5581422448158264, 0.4688486158847809, 0.40292656421661377, 0.35885000228881836, 0.3297426402568817, 0.3095785677433014, 0.2940415143966675, 0.2809860408306122]","[0.6753895282745361, 0.6071200966835022, 0.5156180262565613, 0.43958306312561035, 0.38950029015541077, 0.3588690161705017, 0.339725136756897, 0.3275567293167114, 0.3199083209037781, 0.3154429793357849]"
