No,Accuracy,Precision,Recall,F1 Score,Loss,Val Loss
1,0.8711004112749523,0.8808518450523224,0.8829591461170408,0.8710849039622568,"[0.6887540817260742, 0.6464844942092896, 0.5463337302207947, 0.43689796328544617, 0.36154332756996155, 0.3183909058570862, 0.2928348779678345, 0.27744990587234497, 0.2635575532913208, 0.25509628653526306]","[0.6784271001815796, 0.6043469905853271, 0.49185609817504883, 0.40122929215431213, 0.3526420295238495, 0.3304935395717621, 0.32106223702430725, 0.3177061676979065, 0.3177562952041626, 0.31888002157211304]"
2,0.8711004112749523,0.8786274867676583,0.8859035701140965,0.871044815130589,"[0.6886613965034485, 0.6413418650627136, 0.5294538140296936, 0.4198269844055176, 0.3489872217178345, 0.3101876378059387, 0.28761178255081177, 0.2727872133255005, 0.25992828607559204, 0.2513258755207062]","[0.677817165851593, 0.5931505560874939, 0.4737548232078552, 0.38901060819625854, 0.34613049030303955, 0.3276093006134033, 0.32188311219215393, 0.31814044713974, 0.3186366856098175, 0.3211715519428253]"
3,0.8722038318788243,0.8757225433526011,0.8921604711078396,0.8720711994098747,"[0.688480019569397, 0.6494364142417908, 0.558112621307373, 0.45377805829048157, 0.37408769130706787, 0.325035035610199, 0.29809698462486267, 0.28019750118255615, 0.2671780586242676, 0.2570593059062958]","[0.6783810257911682, 0.6112987399101257, 0.5079838037490845, 0.41760772466659546, 0.362318754196167, 0.33575472235679626, 0.3241630792617798, 0.32103005051612854, 0.320230633020401, 0.3216809332370758]"
4,0.869896679707092,0.8797503212777675,0.881854987118145,0.8698810275790247,"[0.6872584819793701, 0.640474796295166, 0.5326027870178223, 0.42413461208343506, 0.35105571150779724, 0.3091840445995331, 0.28565800189971924, 0.26944419741630554, 0.256831556558609, 0.2481326460838318]","[0.6752471923828125, 0.5942005515098572, 0.47989416122436523, 0.3942705988883972, 0.3483297824859619, 0.32853037118911743, 0.3202677071094513, 0.3193851709365845, 0.31904783844947815, 0.3214152455329895]"
5,0.8697963687431036,0.8801470588235294,0.8811188811188811,0.8697891955305388,"[0.6881551742553711, 0.63631671667099, 0.5106388330459595, 0.39477965235710144, 0.3312913477420807, 0.2979804277420044, 0.2767242193222046, 0.26425427198410034, 0.25350433588027954, 0.2448580265045166]","[0.6753659248352051, 0.5826423764228821, 0.4495375156402588, 0.36908361315727234, 0.33503323793411255, 0.3219807744026184, 0.3167327642440796, 0.31557703018188477, 0.31710997223854065, 0.31986913084983826]"
