No,Test_Size,Max_Features,Accuracy Score,Precision Score,Recall Score,F1 Score,Loss,Val Loss
1,0.1,5000,0.8659979939819459,0.8615819209039548,0.898379970544919,0.8656412780609517,"[0.6870839595794678, 0.6193071007728577, 0.4769534766674042, 0.37303632497787476, 0.32585588097572327, 0.30281656980514526, 0.2895979881286621, 0.28054434061050415, 0.2740281820297241, 0.26877373456954956]","[0.6707755327224731, 0.5546905994415283, 0.4231817126274109, 0.36129632592201233, 0.3375408351421356, 0.32809993624687195, 0.32416051626205444, 0.3238459825515747, 0.3233909606933594, 0.32628291845321655]"
2,0.1,5000,0.8680040120361083,0.8741818181818182,0.8851251840942562,0.8679163287706595,"[0.6875975728034973, 0.6294713020324707, 0.4924851059913635, 0.38074639439582825, 0.3293685019016266, 0.3055429458618164, 0.29176226258277893, 0.28253650665283203, 0.27587246894836426, 0.27027973532676697]","[0.6742711663246155, 0.5699882507324219, 0.43355584144592285, 0.3639076352119446, 0.3377334773540497, 0.32760778069496155, 0.32314667105674744, 0.3224045932292938, 0.3224160075187683, 0.3223287761211395]"
3,0.1,5000,0.8661985957873621,0.8697221219776254,0.8873343151693667,0.8660484118870584,"[0.6874128580093384, 0.6357889771461487, 0.5264120101928711, 0.424147367477417, 0.3562575876712799, 0.3200899660587311, 0.300935298204422, 0.28939157724380493, 0.28168120980262756, 0.27592024207115173]","[0.6752384305000305, 0.5868061184883118, 0.4788270592689514, 0.398019939661026, 0.3556239902973175, 0.33615973591804504, 0.3282910883426666, 0.32558152079582214, 0.3241252601146698, 0.3248501121997833]"
4,0.1,5000,0.8661985957873621,0.8697221219776254,0.8873343151693667,0.8660484118870584,"[0.6853572726249695, 0.6213919520378113, 0.4987220764160156, 0.39475056529045105, 0.33613091707229614, 0.307807981967926, 0.29257819056510925, 0.2830040454864502, 0.2761048674583435, 0.2708262503147125]","[0.6685255765914917, 0.5655929446220398, 0.4491046369075775, 0.37452906370162964, 0.3426305651664734, 0.3295908570289612, 0.32540881633758545, 0.3243398070335388, 0.32347697019577026, 0.32498571276664734]"
5,0.1,5000,0.867001003009027,0.8744983582634075,0.8825478645066274,0.8669372778268413,"[0.6883491277694702, 0.6334888935089111, 0.49369749426841736, 0.3813328146934509, 0.32963261008262634, 0.3053862750530243, 0.29149797558784485, 0.2824421226978302, 0.27556371688842773, 0.2701835036277771]","[0.6776279807090759, 0.5720701813697815, 0.4354539215564728, 0.36548224091529846, 0.33906784653663635, 0.3285680413246155, 0.32469284534454346, 0.32282328605651855, 0.3228183388710022, 0.323433518409729]"
6,0.1,10000,0.869408224674022,0.8694096601073346,0.894698085419735,0.8691873932983061,"[0.6886081695556641, 0.6464539170265198, 0.5352586507797241, 0.41307318210601807, 0.3395158648490906, 0.30213430523872375, 0.2806936800479889, 0.26651281118392944, 0.2561842203140259, 0.24788080155849457]","[0.6781252026557922, 0.6035714745521545, 0.47694870829582214, 0.3865113854408264, 0.3453216850757599, 0.32823166251182556, 0.32204362750053406, 0.3190690279006958, 0.31930434703826904, 0.32113417983055115]"
7,0.1,10000,0.8661985957873621,0.871869328493648,0.8843888070692194,0.8660955621956063,"[0.6869555711746216, 0.6370117664337158, 0.5226487517356873, 0.4122895896434784, 0.3421306908130646, 0.30304375290870667, 0.28022661805152893, 0.26542675495147705, 0.2547834813594818, 0.24632972478866577]","[0.6735743284225464, 0.590038001537323, 0.4720892608165741, 0.3918708860874176, 0.3486025631427765, 0.3305831253528595, 0.324706107378006, 0.32241812348365784, 0.3220198452472687, 0.3242482542991638]"
8,0.1,10000,0.8674022066198596,0.8708047636232407,0.8884388807069219,0.8672533736991689,"[0.6863634586334229, 0.6198417544364929, 0.48015642166137695, 0.36829933524131775, 0.31328287720680237, 0.2849973142147064, 0.2676057517528534, 0.25543251633644104, 0.24589858949184418, 0.2380884289741516]","[0.6691677570343018, 0.5588586330413818, 0.4258262515068054, 0.35778316855430603, 0.33126384019851685, 0.3214295506477356, 0.3196718096733093, 0.3192441463470459, 0.3209829330444336, 0.32444706559181213]"
9,0.1,10000,0.8665997993981945,0.874133527909522,0.882179675994109,0.8665358819831819,"[0.6872562170028687, 0.6312448382377625, 0.5073472261428833, 0.39539191126823425, 0.3307821452617645, 0.2969866991043091, 0.2771487534046173, 0.26359671354293823, 0.2534194588661194, 0.2452153116464615]","[0.6730411648750305, 0.5785952210426331, 0.4550662636756897, 0.3778047561645508, 0.3435044288635254, 0.3280005156993866, 0.32238686084747314, 0.32161155343055725, 0.3221301734447479, 0.3248419463634491]"
10,0.1,10000,0.8678034102306921,0.8714337305886601,0.8884388807069219,0.8676610046376991,"[0.6869571805000305, 0.6247918009757996, 0.48943790793418884, 0.37356969714164734, 0.31686097383499146, 0.28848209977149963, 0.2711014449596405, 0.25880980491638184, 0.24945098161697388, 0.24166655540466309]","[0.6715260744094849, 0.5676501393318176, 0.43334078788757324, 0.3614421486854553, 0.33475857973098755, 0.3248027265071869, 0.32083630561828613, 0.3202348053455353, 0.3220460116863251, 0.3249867558479309]"
