No,Test_Size,Max_Features,Accuracy Score,Precision Score,Recall Score,F1 Score,Loss,Val Loss
1,0.2,5000,0.8631758451198716,0.863522686673812,0.8895841001104159,0.8629330706899851,"[0.6882696151733398, 0.6619659066200256, 0.6058781147003174, 0.5361183881759644, 0.4709031283855438, 0.41846054792404175, 0.37975528836250305, 0.35209473967552185, 0.33201414346694946, 0.31721189618110657]","[0.6801338791847229, 0.638879656791687, 0.5742981433868408, 0.5075729489326477, 0.45167332887649536, 0.4099801480770111, 0.38111168146133423, 0.3618505299091339, 0.3493959307670593, 0.3400607109069824]"
2,0.2,5000,0.8623733574079647,0.8590876944837341,0.8941847626058153,0.8620243099798781,"[0.6891170144081116, 0.6621829867362976, 0.6034443974494934, 0.5278176069259644, 0.4586375057697296, 0.40680527687072754, 0.3707524240016937, 0.34568512439727783, 0.3276856243610382, 0.31412023305892944]","[0.6809208989143372, 0.6388576626777649, 0.5693751573562622, 0.49708274006843567, 0.4396960139274597, 0.40021413564682007, 0.3747032582759857, 0.35718944668769836, 0.34577637910842896, 0.3380190134048462]"
3,0.2,5000,0.8617714916240345,0.8614973262032085,0.8894000736105999,0.8615052381822063,"[0.6884256601333618, 0.6614929437637329, 0.603229820728302, 0.5309955477714539, 0.46379563212394714, 0.4118918478488922, 0.37485846877098083, 0.34869658946990967, 0.3298696279525757, 0.31586822867393494]","[0.6804175972938538, 0.6372362375259399, 0.5705937147140503, 0.5011892318725586, 0.4444511830806732, 0.4043152630329132, 0.37713485956192017, 0.35893338918685913, 0.3468813896179199, 0.3387189507484436]"
4,0.2,5000,0.8629752231918949,0.8610223642172524,0.8927125506072875,0.8626684382626696,"[0.6874134540557861, 0.658896803855896, 0.5981928110122681, 0.5280303359031677, 0.46555212140083313, 0.41543495655059814, 0.37785419821739197, 0.35040703415870667, 0.3304714262485504, 0.31574195623397827]","[0.6787871718406677, 0.6331840753555298, 0.565451443195343, 0.5010570883750916, 0.44794991612434387, 0.40825849771499634, 0.3799595534801483, 0.3608134388923645, 0.34803998470306396, 0.3395428955554962]"
5,0.2,5000,0.8630755341558832,0.8618175351235995,0.8917924181082075,0.8627888045252414,"[0.688991129398346, 0.6618785262107849, 0.6028620600700378, 0.5277659296989441, 0.45951321721076965, 0.40777868032455444, 0.3714495003223419, 0.346052348613739, 0.3276543617248535, 0.31400009989738464]","[0.6809994578361511, 0.6371813416481018, 0.5683125257492065, 0.49657678604125977, 0.4397332966327667, 0.40034183859825134, 0.3739182651042938, 0.356467604637146, 0.3450116217136383, 0.33710777759552]"
6,0.2,10000,0.8648811315076738,0.8647153310726396,0.8916083916083916,0.8646328844478953,"[0.686792254447937, 0.6459658741950989, 0.5713682770729065, 0.4931569993495941, 0.4280160963535309, 0.37939855456352234, 0.34451815485954285, 0.31937602162361145, 0.3006386160850525, 0.2862623333930969]","[0.6743676662445068, 0.6132933497428894, 0.5369828343391418, 0.46916818618774414, 0.41827642917633057, 0.38312584161758423, 0.36036011576652527, 0.34525299072265625, 0.33570319414138794, 0.329963356256485]"
7,0.2,10000,0.8627746012639181,0.8623885918003565,0.8903202061096798,0.8625102799951077,"[0.6892610788345337, 0.6595494747161865, 0.5928292870521545, 0.511540412902832, 0.4407155513763428, 0.38846611976623535, 0.3516796827316284, 0.32562440633773804, 0.3061075210571289, 0.29115915298461914]","[0.6811022758483887, 0.6327283978462219, 0.5568086504936218, 0.4830471873283386, 0.42676040530204773, 0.38867610692977905, 0.3639487624168396, 0.34776392579078674, 0.33702731132507324, 0.33010950684547424]"
8,0.2,10000,0.8639783328317785,0.8616530684639944,0.8940007361059993,0.8636665444203108,"[0.6895830035209656, 0.6608899235725403, 0.5998508930206299, 0.5240158438682556, 0.4536064863204956, 0.39816775918006897, 0.3587976396083832, 0.3307677209377289, 0.30999982357025146, 0.2939514219760895]","[0.6813985109329224, 0.6357712149620056, 0.5674121379852295, 0.4956206977367401, 0.4374713599681854, 0.3960784375667572, 0.36925607919692993, 0.3513023257255554, 0.33942389488220215, 0.3315697908401489]"
9,0.2,10000,0.8627746012639181,0.8607168204400284,0.8927125506072875,0.8624637161806219,"[0.6883159279823303, 0.6570039987564087, 0.5945402979850769, 0.5187292695045471, 0.44964051246643066, 0.39678093791007996, 0.3589266538619995, 0.33173805475234985, 0.3114858865737915, 0.29585203528404236]","[0.6787275671958923, 0.6314499974250793, 0.561901867389679, 0.49143069982528687, 0.4353976249694824, 0.395824670791626, 0.3696325421333313, 0.3521752953529358, 0.3404898941516876, 0.33279258012771606]"
10,0.2,10000,0.8654829972916039,0.8630477204186624,0.8952889216047111,0.8651764543962684,"[0.6875374913215637, 0.651049792766571, 0.5787052512168884, 0.4977794587612152, 0.4295786917209625, 0.37956297397613525, 0.3442945182323456, 0.3190487325191498, 0.30023032426834106, 0.28579580783843994]","[0.6767804026603699, 0.6204007267951965, 0.5427510142326355, 0.4713338017463684, 0.4180501103401184, 0.38243022561073303, 0.3591490685939789, 0.3440122604370117, 0.3350401222705841, 0.3289494216442108]"
11,0.2,15000,0.8633764670478483,0.8597173144876326,0.895472948104527,0.8630224292932095,"[0.687959611415863, 0.6593557596206665, 0.6044178009033203, 0.5345704555511475, 0.46537479758262634, 0.40831950306892395, 0.36572903394699097, 0.334559828042984, 0.3110658824443817, 0.2928416430950165]","[0.6785596609115601, 0.6374008655548096, 0.5762074589729309, 0.5094497799873352, 0.45118898153305054, 0.4080483913421631, 0.37839949131011963, 0.3583318293094635, 0.3448634147644043, 0.3358646631240845]"
12,0.2,15000,0.8646805095796971,0.8628530822526204,0.8938167096061833,0.8643864935471526,"[0.686741828918457, 0.6495705246925354, 0.5837252140045166, 0.5078063011169434, 0.43929195404052734, 0.38650110363960266, 0.34811657667160034, 0.32004791498184204, 0.29896149039268494, 0.282432496547699]","[0.67475825548172, 0.6220366954803467, 0.5524632334709167, 0.48370060324668884, 0.4292810559272766, 0.39115458726882935, 0.3658066391944885, 0.3491719365119934, 0.3382401466369629, 0.3314162790775299]"
13,0.2,15000,0.8644798876517203,0.8669782491461442,0.8875598086124402,0.8642971086680862,"[0.6873895525932312, 0.6515270471572876, 0.5845420956611633, 0.5067827105522156, 0.4373621940612793, 0.3843715190887451, 0.34629175066947937, 0.31870174407958984, 0.29792138934135437, 0.28168216347694397]","[0.6761038899421692, 0.623939037322998, 0.5524304509162903, 0.4823654592037201, 0.4276096224784851, 0.3897383213043213, 0.36519789695739746, 0.3486623466014862, 0.33792367577552795, 0.33116579055786133]"
14,0.2,15000,0.864379576687732,0.8631672597864769,0.8927125506072875,0.864100874891411,"[0.6874512434005737, 0.6526086926460266, 0.5884829759597778, 0.5112566351890564, 0.4408758282661438, 0.3867853581905365, 0.3478897511959076, 0.3197283148765564, 0.29869145154953003, 0.2822272479534149]","[0.6758681535720825, 0.6264328360557556, 0.5563143491744995, 0.4856865406036377, 0.42953231930732727, 0.3909549415111542, 0.3650142550468445, 0.34839460253715515, 0.3376701772212982, 0.33059161901474]"
15,0.2,15000,0.8653826863276156,0.8647058823529412,0.8927125506072875,0.865123388708651,"[0.6870184540748596, 0.6499425172805786, 0.5809900164604187, 0.5032735466957092, 0.4353284537792206, 0.38254594802856445, 0.34364771842956543, 0.315296471118927, 0.29411348700523376, 0.2776668071746826]","[0.6755120754241943, 0.6211786866188049, 0.5484460592269897, 0.47997042536735535, 0.42646467685699463, 0.388357937335968, 0.36285483837127686, 0.34653040766716003, 0.335959255695343, 0.3298411965370178]"
