No,Test_Size,Max_Features,Accuracy Score,Precision Score,Recall Score,F1 Score,Loss,Val Loss
1,0.1,5000,0.8615847542627884,0.8680959302325582,0.8796023564064801,0.8614869856252586,"[0.6690778732299805, 0.49915623664855957, 0.3568301796913147, 0.3068287670612335, 0.2882487177848816, 0.2779892385005951, 0.27119332551956177, 0.265932559967041, 0.26167190074920654, 0.25825393199920654]","[0.6053521633148193, 0.41720154881477356, 0.3412538766860962, 0.32488226890563965, 0.3226296305656433, 0.32184600830078125, 0.32372066378593445, 0.3263801038265228, 0.32894179224967957, 0.3317703306674957]"
2,0.1,5000,0.8639919759277833,0.8694706308919506,0.8829160530191458,0.8638784770453928,"[0.6687447428703308, 0.4716937839984894, 0.33369767665863037, 0.2984667122364044, 0.2835713326931, 0.27444279193878174, 0.2680184841156006, 0.26293832063674927, 0.2589067220687866, 0.25555574893951416]","[0.6009466648101807, 0.38153621554374695, 0.3305756151676178, 0.3219245970249176, 0.3204413950443268, 0.3206981420516968, 0.32416027784347534, 0.3266942799091339, 0.3286263942718506, 0.3315577507019043]"
3,0.1,5000,0.8613841524573721,0.8704720087815587,0.875920471281296,0.861339768249672,"[0.6676573157310486, 0.48326706886291504, 0.34049761295318604, 0.30037784576416016, 0.2841281592845917, 0.2746991217136383, 0.268128901720047, 0.26291602849960327, 0.258666455745697, 0.2550894320011139]","[0.6017187237739563, 0.3935045897960663, 0.3346046209335327, 0.32203468680381775, 0.32013797760009766, 0.3217776417732239, 0.32363811135292053, 0.325870543718338, 0.33051934838294983, 0.33103662729263306]"
4,0.1,5000,0.8613841524573721,0.8712871287128713,0.8748159057437408,0.8613558109973678,"[0.6630163788795471, 0.49483147263526917, 0.3643544614315033, 0.31061410903930664, 0.2907712161540985, 0.2802877724170685, 0.2736615836620331, 0.26913508772850037, 0.26552116870880127, 0.2625786066055298]","[0.5913375020027161, 0.42325732111930847, 0.34678906202316284, 0.32756125926971436, 0.3245376646518707, 0.32629916071891785, 0.3265356719493866, 0.3289197087287903, 0.33310508728027344, 0.3342387080192566]"
5,0.1,5000,0.8643931795386158,0.8703703703703703,0.8825478645066274,0.864291646583056,"[0.6701588034629822, 0.4884743094444275, 0.34689009189605713, 0.3043071925640106, 0.2877329885959625, 0.2779275178909302, 0.2710447609424591, 0.2659163177013397, 0.2617408335208893, 0.2580987811088562]","[0.6050781011581421, 0.4014440178871155, 0.33728301525115967, 0.32575786113739014, 0.3216576874256134, 0.3229849934577942, 0.323731929063797, 0.3262791931629181, 0.3285764455795288, 0.3310117721557617]"
6,0.1,10000,0.8615847542627884,0.8707906295754027,0.875920471281296,0.8615431328090657,"[0.6662419438362122, 0.4802004098892212, 0.3342415988445282, 0.2881976366043091, 0.26715755462646484, 0.2533436119556427, 0.24291780591011047, 0.23428064584732056, 0.22719956934452057, 0.22103354334831238]","[0.5995854735374451, 0.392190158367157, 0.3300444781780243, 0.3177489638328552, 0.3162299394607544, 0.3186867833137512, 0.32369881868362427, 0.32847917079925537, 0.3349738121032715, 0.3416490852832794]"
7,0.1,10000,0.8615847542627884,0.8702485380116959,0.8766568483063328,0.8615322700448063,"[0.6662198305130005, 0.4751007854938507, 0.32977861166000366, 0.28577837347984314, 0.2655998468399048, 0.25228676199913025, 0.2421264946460724, 0.2338036149740219, 0.22665652632713318, 0.22034168243408203]","[0.5969694256782532, 0.3868284821510315, 0.3276897370815277, 0.31750139594078064, 0.31668150424957275, 0.31976810097694397, 0.3246174454689026, 0.3302953839302063, 0.3366553485393524, 0.34351059794425964]"
8,0.1,10000,0.8577733199598796,0.8718043719896258,0.8663475699558174,0.8578154713214001,"[0.6627349257469177, 0.4980255365371704, 0.36387449502944946, 0.29958441853523254, 0.27134615182876587, 0.2555282711982727, 0.24461236596107483, 0.23623590171337128, 0.2292759120464325, 0.22301529347896576]","[0.5949286222457886, 0.4288041293621063, 0.3492273688316345, 0.32679057121276855, 0.32231512665748596, 0.3248162865638733, 0.3299877345561981, 0.33832496404647827, 0.3445514738559723, 0.3505610227584839]"
9,0.1,10000,0.8603811434302908,0.8662073966642495,0.8796023564064801,0.8602646313032352,"[0.6677789688110352, 0.48729631304740906, 0.336234450340271, 0.2876652479171753, 0.26639503240585327, 0.25292301177978516, 0.2430705577135086, 0.235232412815094, 0.2287607192993164, 0.2230820506811142]","[0.6033974289894104, 0.39750146865844727, 0.3307417035102844, 0.3184850513935089, 0.3187776207923889, 0.32064390182495117, 0.3261065185070038, 0.33292725682258606, 0.3389720022678375, 0.3465142846107483]"
10,0.1,10000,0.8603811434302908,0.8622668579626973,0.8851251840942562,0.8601688938758287,"[0.6668235659599304, 0.477923721075058, 0.3312065005302429, 0.2860863208770752, 0.26577913761138916, 0.25251051783561707, 0.24253736436367035, 0.2344965636730194, 0.2278236746788025, 0.22199635207653046]","[0.5986601710319519, 0.3885321319103241, 0.3279646635055542, 0.3181713819503784, 0.3176707327365875, 0.3206675052642822, 0.3258498013019562, 0.3311355412006378, 0.33780437707901, 0.34529390931129456]"
11,0.1,15000,0.8543630892678034,0.8573994252873564,0.8788659793814433,0.8541556373819443,"[0.6672886610031128, 0.46929576992988586, 0.3209456205368042, 0.27354151010513306, 0.2499522566795349, 0.2336243987083435, 0.2210255265235901, 0.21052996814250946, 0.20145602524280548, 0.1933363676071167]","[0.5968243479728699, 0.38195982575416565, 0.32489192485809326, 0.3160860538482666, 0.316610723733902, 0.32233771681785583, 0.3302735686302185, 0.3400144577026367, 0.350151002407074, 0.36135223507881165]"
12,0.1,15000,0.8563691073219659,0.865764447695684,0.8715022091310751,0.8563203052365671,"[0.6640208959579468, 0.4691590368747711, 0.32239213585853577, 0.2753522992134094, 0.25265344977378845, 0.23711173236370087, 0.22510851919651031, 0.21534642577171326, 0.20692779123783112, 0.1996399164199829]","[0.5926522016525269, 0.38303983211517334, 0.32685863971710205, 0.31890997290611267, 0.31875285506248474, 0.32479211688041687, 0.33164629340171814, 0.3400020897388458, 0.35054612159729004, 0.36038506031036377]"
13,0.1,15000,0.8569709127382147,0.8635208711433757,0.875920471281296,0.8568607733815106,"[0.667485237121582, 0.49196821451187134, 0.33483874797821045, 0.281581312417984, 0.2573915421962738, 0.24116745591163635, 0.22889025509357452, 0.2186606526374817, 0.20997411012649536, 0.20248861610889435]","[0.6066209673881531, 0.40047264099121094, 0.3304832875728607, 0.317594051361084, 0.31697213649749756, 0.3207843601703644, 0.3268318474292755, 0.3347366750240326, 0.3436788022518158, 0.3531084954738617]"
14,0.1,15000,0.8563691073219659,0.8687315634218289,0.8674521354933726,0.8563794307660151,"[0.6664438843727112, 0.4751189351081848, 0.3231320381164551, 0.275600403547287, 0.252562940120697, 0.23665650188922882, 0.2241794764995575, 0.21381084620952606, 0.2048034369945526, 0.19682393968105316]","[0.600529670715332, 0.3848613202571869, 0.3263547718524933, 0.3174038827419281, 0.31855446100234985, 0.3232901692390442, 0.33051934838294983, 0.3387851119041443, 0.34878718852996826, 0.3594793379306793]"
15,0.1,15000,0.8559679037111334,0.87248322147651,0.8615611192930781,0.8560498537470693,"[0.6686427593231201, 0.5043675303459167, 0.35283949971199036, 0.2889968752861023, 0.26139894127845764, 0.2443891167640686, 0.23187004029750824, 0.22190649807453156, 0.21329838037490845, 0.20590470731258392]","[0.6092250943183899, 0.42280229926109314, 0.3404492139816284, 0.3210999071598053, 0.3203679323196411, 0.32378843426704407, 0.32978275418281555, 0.3384651839733124, 0.3478478193283081, 0.3566308915615082]"
