No,Test_Size,Max_Features,Accuracy Score,Precision Score,Recall Score,F1 Score,Loss,Val Loss
1,0.3,5000,0.8574199157359728,0.8673992673992674,0.8716564417177914,0.8573842302632236,"[0.6809536218643188, 0.5647772550582886, 0.409712553024292, 0.32823753356933594, 0.2960053086280823, 0.28049933910369873, 0.2705581486225128, 0.26340508460998535, 0.257811039686203, 0.2534933090209961]","[0.648567259311676, 0.4873904585838318, 0.3796504735946655, 0.34329965710639954, 0.33487483859062195, 0.33393993973731995, 0.33529672026634216, 0.33817410469055176, 0.34254345297813416, 0.34591126441955566]"
2,0.3,5000,0.8582893064936802,0.868058098376663,0.872638036809816,0.858251094619703,"[0.6807775497436523, 0.5537242293357849, 0.38538509607315063, 0.3176009953022003, 0.2919546365737915, 0.2782423794269562, 0.26893350481987, 0.2619248628616333, 0.2563330829143524, 0.25208204984664917]","[0.6471201181411743, 0.463676393032074, 0.36387550830841064, 0.3388079106807709, 0.33247584104537964, 0.3317700922489166, 0.333410382270813, 0.33686569333076477, 0.34043124318122864, 0.3429867625236511]"
3,0.3,5000,0.8585568113422056,0.8643883588938533,0.878282208588957,0.8584331212256952,"[0.6817594170570374, 0.5634669065475464, 0.3931875228881836, 0.32154643535614014, 0.2942943871021271, 0.27971670031547546, 0.26999637484550476, 0.26275572180747986, 0.2569517493247986, 0.25232627987861633]","[0.6512702703475952, 0.47349366545677185, 0.3685462176799774, 0.3403821587562561, 0.3329837918281555, 0.33189091086387634, 0.33363640308380127, 0.3357091546058655, 0.3389372229576111, 0.34247642755508423]"
4,0.3,5000,0.859024944827125,0.8653846153846154,0.8779141104294479,0.858914893800922,"[0.6777326464653015, 0.5410473942756653, 0.37653592228889465, 0.3130679428577423, 0.2888893783092499, 0.27524080872535706, 0.2660812735557556, 0.25908374786376953, 0.25353488326072693, 0.24898481369018555]","[0.6387854218482971, 0.4510667622089386, 0.35925936698913574, 0.3387667238712311, 0.3326009511947632, 0.33246833086013794, 0.33441510796546936, 0.33800071477890015, 0.34177863597869873, 0.34563878178596497]"
5,0.3,5000,0.8569517822510533,0.8727520773905494,0.8634355828220859,0.8570224156748381,"[0.6774454116821289, 0.539569616317749, 0.37557700276374817, 0.3123244047164917, 0.28819164633750916, 0.2749413549900055, 0.26573774218559265, 0.25897255539894104, 0.25363045930862427, 0.2490527182817459]","[0.6369217038154602, 0.4502698481082916, 0.35834580659866333, 0.33619654178619385, 0.3317379057407379, 0.3322371542453766, 0.33481624722480774, 0.3385537564754486, 0.3419552743434906, 0.3463839590549469]"
6,0.3,10000,0.8554805055841637,0.8664790111369477,0.8687116564417178,0.8554617804293001,"[0.6792960166931152, 0.5467925667762756, 0.3726044297218323, 0.298468679189682, 0.2676675319671631, 0.249248206615448, 0.2359580546617508, 0.22523456811904907, 0.21621467173099518, 0.20845237374305725]","[0.642354428768158, 0.4563334286212921, 0.35469362139701843, 0.3306899666786194, 0.3268592953681946, 0.33010464906692505, 0.3354695439338684, 0.3432665467262268, 0.3517669141292572, 0.3605320453643799]"
7,0.3,10000,0.8546111148264562,0.8594802694898941,0.8765644171779141,0.8544505226590209,"[0.6800122857093811, 0.5629814267158508, 0.39821961522102356, 0.3113187551498413, 0.2752237915992737, 0.2549649178981781, 0.2409319132566452, 0.22993846237659454, 0.22088705003261566, 0.21331876516342163]","[0.6460046172142029, 0.48326343297958374, 0.3709464371204376, 0.3366708755493164, 0.3294178545475006, 0.33094796538352966, 0.3348878026008606, 0.3411431908607483, 0.3491569459438324, 0.3583562672138214]"
8,0.3,10000,0.8548786196749816,0.8625121241513094,0.8728834355828221,0.8547858420204167,"[0.6756640672683716, 0.5388780832290649, 0.37844932079315186, 0.3029105067253113, 0.27034425735473633, 0.25182849168777466, 0.23844340443611145, 0.2282710075378418, 0.2196529060602188, 0.21234560012817383]","[0.6321576237678528, 0.45868441462516785, 0.3627537488937378, 0.3351527750492096, 0.3305169641971588, 0.33329930901527405, 0.3387337625026703, 0.34620201587677, 0.3538125455379486, 0.36394214630126953]"
9,0.3,10000,0.8563498963418712,0.8603506243996157,0.8791411042944786,0.8561736662942377,"[0.6758678555488586, 0.5260083079338074, 0.3580925166606903, 0.2941442131996155, 0.2660401463508606, 0.24838803708553314, 0.23502257466316223, 0.22434481978416443, 0.2152199149131775, 0.20732977986335754]","[0.6311894059181213, 0.43547767400741577, 0.349669873714447, 0.33014485239982605, 0.32719430327415466, 0.3298228979110718, 0.3353680968284607, 0.3428095877170563, 0.3507852852344513, 0.3599144220352173]"
10,0.3,10000,0.8537417240687487,0.8767850372804247,0.8512883435582822,0.8539147594428645,"[0.6801781058311462, 0.5549074411392212, 0.3812229633331299, 0.305153489112854, 0.27361080050468445, 0.255093514919281, 0.24151577055454254, 0.2308727353811264, 0.22204844653606415, 0.21457871794700623]","[0.6471892595291138, 0.46541863679885864, 0.3611394762992859, 0.33453619480133057, 0.3294885456562042, 0.33058688044548035, 0.33587929606437683, 0.34050798416137695, 0.34796831011772156, 0.35739725828170776]"
11,0.3,15000,0.8548117434628503,0.8653305633630698,0.8688343558282209,0.8547819183081314,"[0.6829627752304077, 0.5666901469230652, 0.3866572678089142, 0.3027690351009369, 0.26678088307380676, 0.2450440227985382, 0.22895309329032898, 0.21620406210422516, 0.20524734258651733, 0.19569732248783112]","[0.6538796424865723, 0.4769109785556793, 0.36485594511032104, 0.3350096046924591, 0.3280150890350342, 0.32863250374794006, 0.33347317576408386, 0.3402487635612488, 0.348686158657074, 0.35880300402641296]"
