No,Test_Size,Max_Features,Accuracy Score,Precision Score,Recall Score,F1 Score,Loss,Val Loss
1,0.1,5000,0.8651955867602809,0.863960113960114,0.8932253313696613,0.8649234059048547,"[0.6876429319381714, 0.6497239470481873, 0.5720106363296509, 0.48818209767341614, 0.42217332124710083, 0.37708693742752075, 0.3473935127258301, 0.3272435665130615, 0.31288987398147583, 0.30243784189224243]","[0.6766374111175537, 0.6160456538200378, 0.5325612425804138, 0.4597587287425995, 0.40885940194129944, 0.3766503930091858, 0.3560350239276886, 0.3431999981403351, 0.33513587713241577, 0.32932910323143005]"
2,0.1,5000,0.8661985957873621,0.8673359627106489,0.8906480117820325,0.8659919587871431,"[0.686918318271637, 0.647697389125824, 0.5701531171798706, 0.4864045977592468, 0.4204888939857483, 0.37567752599716187, 0.3461630940437317, 0.3261885643005371, 0.31208372116088867, 0.3016337752342224]","[0.6757350564002991, 0.6148644089698792, 0.5317649245262146, 0.4591580331325531, 0.40858665108680725, 0.37642723321914673, 0.356533020734787, 0.3434903919696808, 0.3356715142726898, 0.3299638330936432]"
3,0.1,5000,0.8657973921765296,0.8630720113515431,0.8958026509572902,0.8654876861759448,"[0.6870414614677429, 0.6452715396881104, 0.5631922483444214, 0.4774857759475708, 0.41252776980400085, 0.36939144134521484, 0.3410600423812866, 0.3218332827091217, 0.3082094192504883, 0.29799923300743103]","[0.6750149726867676, 0.6097946166992188, 0.523380696773529, 0.4505155682563782, 0.40152180194854736, 0.37103191018104553, 0.35212090611457825, 0.3404441177845001, 0.3327954411506653, 0.3276640772819519]"
4,0.1,5000,0.8623871614844534,0.8648454349388929,0.885861561119293,0.8621976595169767,"[0.6844720244407654, 0.6402100324630737, 0.563946008682251, 0.487360417842865, 0.42570921778678894, 0.38058632612228394, 0.3489944636821747, 0.3273112177848816, 0.3122231960296631, 0.30124834179878235]","[0.6702732443809509, 0.6059152483940125, 0.5290867686271667, 0.4632698893547058, 0.4146093428134918, 0.3805263638496399, 0.3581582009792328, 0.3443983793258667, 0.3354247212409973, 0.3300091624259949]"
5,0.1,5000,0.8661985957873621,0.8647205411178356,0.8943298969072165,0.8659249849268372,"[0.6884306073188782, 0.6538999676704407, 0.5805347561836243, 0.49645575881004333, 0.4276559054851532, 0.38036543130874634, 0.34926921129226685, 0.3283371329307556, 0.3134263753890991, 0.30253511667251587]","[0.6786081194877625, 0.6233757734298706, 0.5421395301818848, 0.46686121821403503, 0.41327282786369324, 0.3793829381465912, 0.35852864384651184, 0.3442162573337555, 0.3354021906852722, 0.32972651720046997]"
6,0.1,10000,0.8655967903711134,0.8635394456289979,0.894698085419735,0.8653044262219891,"[0.6852997541427612, 0.6398965120315552, 0.5585628151893616, 0.47354334592819214, 0.40684518218040466, 0.3610492944717407, 0.3299644887447357, 0.3081924319267273, 0.29224467277526855, 0.279919296503067]","[0.6708316802978516, 0.6049410700798035, 0.5214056372642517, 0.4494190514087677, 0.40001994371414185, 0.3686552941799164, 0.3489817976951599, 0.3365214467048645, 0.3296175003051758, 0.32442882657051086]"
7,0.1,10000,0.8649949849548646,0.8670499461013295,0.8884388807069219,0.8648058815129006,"[0.6856082081794739, 0.6428579092025757, 0.5666094422340393, 0.48495280742645264, 0.41832631826400757, 0.3705950081348419, 0.3374209403991699, 0.31415390968322754, 0.2972230017185211, 0.28434935212135315]","[0.6721129417419434, 0.6106261610984802, 0.5315697193145752, 0.461046427488327, 0.410233736038208, 0.3759738504886627, 0.35410627722740173, 0.3404088318347931, 0.3316706418991089, 0.3261687457561493]"
8,0.1,10000,0.8659979939819459,0.8636363636363636,0.8954344624447718,0.8656994356766934,"[0.6849766969680786, 0.6414326429367065, 0.5664454102516174, 0.49071046710014343, 0.42668667435646057, 0.3775678873062134, 0.34210509061813354, 0.31691837310791016, 0.29860422015190125, 0.2848306894302368]","[0.6712409257888794, 0.6085017919540405, 0.5348382592201233, 0.4694329500198364, 0.4184039831161499, 0.38218986988067627, 0.35835427045822144, 0.34291163086891174, 0.3331611454486847, 0.32743415236473083]"
9,0.1,10000,0.8639919759277833,0.8613475177304964,0.8943298969072165,0.8636744657149152,"[0.6867172718048096, 0.6482878923416138, 0.5752766728401184, 0.4927034378051758, 0.42429471015930176, 0.3757048547267914, 0.34243160486221313, 0.3189011812210083, 0.30144503712654114, 0.2881016433238983]","[0.6741571426391602, 0.6183050870895386, 0.538835346698761, 0.46651139855384827, 0.41369038820266724, 0.3792268931865692, 0.35715824365615845, 0.3427916467189789, 0.33321669697761536, 0.32718396186828613]"
10,0.1,10000,0.8665997993981945,0.8630088495575221,0.8976435935198822,0.8662703687947982,"[0.6865115761756897, 0.6418370604515076, 0.5600497126579285, 0.4753631353378296, 0.4095004200935364, 0.36425668001174927, 0.3332776129245758, 0.31119805574417114, 0.29480186104774475, 0.2820405662059784]","[0.6727992296218872, 0.6069730520248413, 0.5226917862892151, 0.4514523446559906, 0.4027605950832367, 0.3710213303565979, 0.35093429684638977, 0.3378566801548004, 0.3295275866985321, 0.3243200182914734]"
