No,Accuracy,Precision,Recall,F1 Score,Loss,Val Loss
1,0.8682046138415246,0.8775210854418776,0.8810751104565537,0.8792945067058608,"[0.5990961194038391, 0.44471457600593567, 0.3705434501171112, 0.33523377776145935, 0.3145611882209778, 0.30146524310112, 0.2923443019390106, 0.2849297523498535, 0.2785380780696869, 0.2734614312648773]","[0.5086661577224731, 0.4038875997066498, 0.3599857687950134, 0.33818307518959045, 0.32736891508102417, 0.32237768173217773, 0.3198499381542206, 0.31960293650627136, 0.3197326958179474, 0.32087814807891846]"
2,0.8712136409227683,0.8754525706010138,0.8902798232695139,0.882803943044907,"[0.6017292141914368, 0.44550466537475586, 0.3701077401638031, 0.33372798562049866, 0.3133329153060913, 0.29954612255096436, 0.2889226973056793, 0.28056788444519043, 0.27277204394340515, 0.26541954278945923]","[0.5099288821220398, 0.40723899006843567, 0.35963407158851624, 0.3379005193710327, 0.3260589838027954, 0.32048478722572327, 0.31719669699668884, 0.3154413104057312, 0.31217071413993835, 0.31177109479904175]"
3,0.870210631895687,0.8752266956837141,0.8884388807069219,0.8817832998355564,"[0.5915727615356445, 0.4333406686782837, 0.362506628036499, 0.33012500405311584, 0.3111448287963867, 0.2993183732032776, 0.2901020348072052, 0.2821025848388672, 0.2752987742424011, 0.2684120833873749]","[0.4962014853954315, 0.39494767785072327, 0.3534650504589081, 0.3361293077468872, 0.32618093490600586, 0.3235105276107788, 0.31967681646347046, 0.32113054394721985, 0.318111389875412, 0.3155696392059326]"
4,0.8686058174523571,0.8689581095596133,0.8935935198821797,0.881103648575059,"[0.5973905324935913, 0.4397212564945221, 0.3668331503868103, 0.3329242765903473, 0.313353568315506, 0.3003915846347809, 0.29154184460639954, 0.28434404730796814, 0.2786657214164734, 0.27352601289749146]","[0.503566324710846, 0.4038302004337311, 0.35650381445884705, 0.3364485204219818, 0.3269719183444977, 0.32200324535369873, 0.3212198317050934, 0.3213953673839569, 0.3222275674343109, 0.3230897784233093]"
5,0.8714142427281846,0.8711985688729875,0.896539027982327,0.883687171112321,"[0.6036076545715332, 0.4500807523727417, 0.374214768409729, 0.3368237614631653, 0.3156481385231018, 0.30142083764076233, 0.2910783588886261, 0.28274932503700256, 0.275294691324234, 0.2685546576976776]","[0.5141507983207703, 0.4119603931903839, 0.362646222114563, 0.33927637338638306, 0.32846325635910034, 0.32194387912750244, 0.3196488618850708, 0.31688016653060913, 0.3170449733734131, 0.31357741355895996]"
