No,Accuracy,Precision,Recall,F1 Score,Loss,Val Loss
1,0.5863590772316951,0.5689001264222503,0.9941089837997055,0.47522102891046697,"[0.692741870880127, 0.69188392162323, 0.6909788846969604, 0.6900038719177246, 0.6889190077781677, 0.6876296997070312, 0.6860201954841614, 0.68390291929245, 0.6810652017593384, 0.6773309707641602]","[0.6923390626907349, 0.6915057897567749, 0.6906318068504333, 0.6897557973861694, 0.6887718439102173, 0.6876564621925354, 0.686286449432373, 0.6844953298568726, 0.6821502447128296, 0.6790838241577148]"
2,0.6036108324974925,0.5799481417458946,0.9882179675994109,0.5109043258250344,"[0.6927186250686646, 0.6917887330055237, 0.6907824873924255, 0.6896548271179199, 0.6883142590522766, 0.6865586042404175, 0.6841657757759094, 0.6809688210487366, 0.6768622398376465, 0.671768307685852]","[0.6922898292541504, 0.6913772225379944, 0.6904329657554626, 0.6893988251686096, 0.6881932020187378, 0.6866350769996643, 0.6845830082893372, 0.6819470524787903, 0.6786651611328125, 0.6746968030929565]"
3,0.58716148445336,0.5695266272189349,0.9922680412371134,0.47802991595094985,"[0.6925148367881775, 0.6911889910697937, 0.6899797916412354, 0.688819408416748, 0.687598466873169, 0.6861160397529602, 0.6841459274291992, 0.6814213991165161, 0.677863597869873, 0.6734174489974976]","[0.6918649673461914, 0.6906847953796387, 0.689622700214386, 0.6886465549468994, 0.6876058578491211, 0.6863471865653992, 0.6846672892570496, 0.6823654174804688, 0.6794619560241699, 0.6759365200996399]"
4,0.6096288866599799,0.5837684943429069,0.9878497790868925,0.5217588623600986,"[0.6924079656600952, 0.6909667253494263, 0.6895658373832703, 0.6880799531936646, 0.6862772703170776, 0.6838565468788147, 0.6805821061134338, 0.6763435006141663, 0.6711547374725342, 0.6650148630142212]","[0.6917032599449158, 0.6903926730155945, 0.6891832947731018, 0.687904953956604, 0.6863753795623779, 0.6843191981315613, 0.681625247001648, 0.6782860159873962, 0.6743055582046509, 0.6696966886520386]"
5,0.6268806419257773,0.5957923008057296,0.9801178203240059,0.5550582810037866,"[0.6927598714828491, 0.69187992811203, 0.6908847093582153, 0.6897039413452148, 0.6881906986236572, 0.6861532926559448, 0.6834193468093872, 0.6798179149627686, 0.6752364039421082, 0.6695513129234314]","[0.6923690438270569, 0.6915057301521301, 0.6905748248100281, 0.6894850134849548, 0.6881304979324341, 0.6863958835601807, 0.6840962767601013, 0.681182861328125, 0.6775137186050415, 0.673044741153717]"
